titre,realisateur,adresse,organisme_demandeur,type_de_tournage,ardt,date_debut,date_fin,x,y
BEFIKRE,ADITYA CHOPRA,PLACE  CONSTANTIN PECQUEUR,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.8891, 2.338298
BEFIKRE,ADITYA CHOPRA,PLACE  DALIDA,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.886576, 2.340543
BEFIKRE,ADITYA CHOPRA,PLACE  DES ABBESSES,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.884608, 2.338302
BEFIKRE,ADITYA CHOPRA,PLACE  DU TERTRE,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.886576, 2.340543
BEFIKRE,ADITYA CHOPRA,PLACE  EMILE GOUEAU,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.886111, 2.33777
BEFIKRE,ADITYA CHOPRA,PLACE  MARCEL AYME,FIRSTEP,LONG METRAGE,18ème,2016-05-27,2016-05-27,48.887663, 2.337881
BEFIKRE,ADITYA CHOPRA,RUE  ANDRE ANTOINE,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.88377, 2.337688
BEFIKRE,ADITYA CHOPRA,RUE  CAULAINCOURT,FIRSTEP,LONG METRAGE,18ème,2016-05-27,2016-05-27,48.889415, 2.335958
BEFIKRE,ADITYA CHOPRA,RUE  DE L'ABREUVOIR,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.888211, 2.338886
BEFIKRE,ADITYA CHOPRA,RUE  DE L'ABREUVOIR,FIRSTEP,LONG METRAGE,18ème,2016-05-27,2016-05-27,48.888211, 2.338886
BEFIKRE,ADITYA CHOPRA,RUE  DE LA BONNE,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.88795, 2.343412
BEFIKRE,ADITYA CHOPRA,RUE  DE RAVIGNAN,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.885784, 2.338097
BEFIKRE,ADITYA CHOPRA,RUE  DES ABBESSES,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.884826, 2.337083
BEFIKRE,ADITYA CHOPRA,RUE  DES SAULES,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.889247, 2.340139
BEFIKRE,ADITYA CHOPRA,RUE  DES SAULES,FIRSTEP,LONG METRAGE,18ème,2016-05-27,2016-05-27,48.889247, 2.340139
BEFIKRE,ADITYA CHOPRA,RUE  GIRARDON,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.88809, 2.337918
BEFIKRE,ADITYA CHOPRA,RUE  GIRARDON,FIRSTEP,LONG METRAGE,18ème,2016-05-27,2016-05-27,48.88809, 2.337918
BEFIKRE,ADITYA CHOPRA,RUE  JUSTE METIVIER,FIRSTEP,LONG METRAGE,18ème,2016-05-27,2016-05-27,48.889197, 2.335835
BEFIKRE,ADITYA CHOPRA,RUE  LAMARCK,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.890117, 2.336994
BEFIKRE,ADITYA CHOPRA,RUE  LEPIC,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.885988, 2.334698
BEFIKRE,ADITYA CHOPRA,RUE  NORVINS,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.887076, 2.339533
BEFIKRE,ADITYA CHOPRA,RUE  NORVINS,FIRSTEP,LONG METRAGE,18ème,2016-05-27,2016-05-27,48.887076, 2.339533
BEFIKRE,ADITYA CHOPRA,RUE  POULBOT,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.886739, 2.339724
BEFIKRE,ADITYA CHOPRA,RUE  SAINT RUSTIQUE,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.887081, 2.340592
BEFIKRE,ADITYA CHOPRA,RUE  SAINT VINCENT,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.888563, 2.340453
BEFIKRE,ADITYA CHOPRA,SQUARE  CAULAINCOURT,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.890015, 2.335632
BEFIKRE,ADITYA CHOPRA,SQUARE  JEHAN-RICTUS,FIRSTEP,LONG METRAGE,18ème,2016-02-25,2016-02-25,48.8925, 2.349552
BITTER FLOWERS,OLIVIER MEYS,RUE  AZAIS,MILLE ET UNE FILMS,LONG METRAGE,18ème,2016-09-27,2016-09-27,48.886144, 2.341973
BLACKPILLS/VIRGIN,NATH DUMONT,PARVIS  DU SACRE COEUR,TOGETHER MEDIA 2,SERIE TELEVISEE,18ème,2016-08-22,2016-08-22,48.886199, 2.342895
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,12  RUE  STEINKERQUE,LGM CINEMA,LONG METRAGE,18ème,2016-03-15,2016-03-15,48.883676, 2.34365
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,5  RUE  AUDRAN,LGM CINEMA,LONG METRAGE,18ème,2016-03-09,2016-03-09,48.885194, 2.335877
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,7  RUE  DES 3 FRERES/LE PROGRES,LGM CINEMA,LONG METRAGE,18ème,2016-03-15,2016-03-15,48.883879, 2.341422
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,BOULEVARD  DE CLICHY,LGM CINEMA,LONG METRAGE,18ème,2016-03-09,2016-03-09,48.883667, 2.333761
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,PLACE  DES ABBESSES,LGM CINEMA,LONG METRAGE,18ème,2016-03-09,2016-03-09,48.884608, 2.338302
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,RUE  LEPIC,LGM CINEMA,LONG METRAGE,18ème,2016-03-09,2016-03-09,48.885988, 2.334698
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,120  BOULEVARD  DE ROCHECHOUART,KAZAK PRODUCTIONS,LONG METRAGE,18ème,2016-09-01,2016-09-02,48.8823, 2.340149
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,120  BOULEVARD  DE ROCHECHOUART,KAZAK PRODUCTIONS,LONG METRAGE,18ème,2016-09-05,2016-09-05,48.8823, 2.340149
CHEFS - SAISON 2,ARNAUD MALHERBE,133  RUE  DU MONT CENIS,CALT PRODUCTION,SERIE TELEVISEE,18ème,2016-04-14,2016-04-14,48.896757, 2.346563
CHEFS - SAISON 2,ARNAUD MALHERBE,CITE  DU MIDI,CALT PRODUCTION,SERIE TELEVISEE,18ème,2016-03-17,2016-03-17,48.883624, 2.335717
COEXISTER,FABRICE EBOUE,80  BOULEVARD  DE ROCHECHOUART,EUROPA CORP,LONG METRAGE,18ème,2016-11-07,2016-11-07,48.882841, 2.343165
COEXISTER,FABRICE EBOUE,80  BOULEVARD  DE ROCHECHOUART,EUROPA CORP,LONG METRAGE,18ème,2016-11-15,2016-11-15,48.882841, 2.343165
DALIDA,LISA AZUELOS,11BIS  RUE  D'ORCHAMPT,BETHSABEE MUCHO,LONG METRAGE,18ème,2016-03-17,2016-03-17,48.886894, 2.336988
DALIDA,LISA AZUELOS,11BIS  RUE  D'ORCHAMPT,BETHSABEE MUCHO,LONG METRAGE,18ème,2016-03-18,2016-03-18,48.886894, 2.336988
DALIDA,LISA AZUELOS,156  RUE  LAMARCK,BETHSABEE MUCHO,LONG METRAGE,18ème,2016-03-30,2016-03-30,48.891254, 2.328608
DALIDA,LISA AZUELOS,83  RUE  LEPIC,BETHSABEE MUCHO,LONG METRAGE,18ème,2016-03-17,2016-03-17,48.887338, 2.337053
DALIDA,LISA AZUELOS,CIMETIERE*  DE MONTMARTRE,BETHSABEE MUCHO,LONG METRAGE,18ème,2016-03-18,2016-03-18,48.898989, 2.336486
DALIDA,LISA AZUELOS,PLACE  CASADESUS,BETHSABEE MUCHO,LONG METRAGE,18ème,2016-03-18,2016-03-18,48.888644, 2.337325
DALIDA,LISA AZUELOS,RUE  DE L'ABREUVOIR,BETHSABEE MUCHO,LONG METRAGE,18ème,2016-03-18,2016-03-18,48.888211, 2.338886
DALIDA,LISA AZUELOS,RUE  SIMON DEREURE,BETHSABEE MUCHO,LONG METRAGE,18ème,2016-03-18,2016-03-18,48.888602, 2.336265
DANIEL,CYRIL MENNEGUN,PARVIS  DU SACRE COEUR,UNITE DE PRODUCTION,LONG METRAGE,18ème,2016-05-27,2016-05-27,48.886199, 2.342895
DJANGO MELODIES,ETIENNE COMAR,3/5  PLACE  CASADESUS,CURIOSA FILMS,LONG METRAGE,18ème,2016-04-22,2016-04-22,48.888524, 2.337377
DJANGO MELODIES,ETIENNE COMAR,AVENUE  JUGNOT,CURIOSA FILMS,LONG METRAGE,18ème,2016-04-22,2016-04-22,48.888192, 2.336122
DJANGO MELODIES,ETIENNE COMAR,CIMETIERE*  DE MONTMARTRE,CURIOSA FILMS,LONG METRAGE,18ème,2016-04-22,2016-04-22,48.898989, 2.336486
DJANGO MELODIES,ETIENNE COMAR,RUE  SIMON DEREURE,CURIOSA FILMS,LONG METRAGE,18ème,2016-04-22,2016-04-22,48.888602, 2.336265
FLEUVE NOIR,ERICK ZONCA,21/33/37  BOULEVARD  DE CLICHY,CURIOSA FILMS,LONG METRAGE,18ème,2016-04-20,2016-04-21,48.883667, 2.333761
FLEUVE NOIR,ERICK ZONCA,38/42  BOULEVARD  DE CLICHY,CURIOSA FILMS,LONG METRAGE,18ème,2016-04-18,2016-04-19,48.883024, 2.335917
FLEUVE NOIR,ERICK ZONCA,38/42  BOULEVARD  DE CLICHY,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-02,2016-05-02,48.883024, 2.335917
FLEUVE NOIR,ERICK ZONCA,38/44  BOULEVARD  DE CLICHY,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-03,2016-05-03,48.883059, 2.3358
FLEUVE NOIR,ERICK ZONCA,68  BOULEVARD  DE CLICHY,CURIOSA FILMS,LONG METRAGE,18ème,2016-04-19,2016-04-19,48.883568, 2.334099
FLEUVE NOIR,ERICK ZONCA,68  BOULEVARD  DE CLICHY,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-04,2016-05-04,48.883568, 2.334099
FLEUVE NOIR,ERICK ZONCA,82  RUE  RIQUET,CURIOSA FILMS,LONG METRAGE,18ème,2016-06-07,2016-06-07,48.889994, 2.362761
FLEUVE NOIR,ERICK ZONCA,BOULEVARD  DE CLICHY,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-03,2016-05-03,48.883667, 2.333761
FLEUVE NOIR,ERICK ZONCA,BOULEVARD  DE CLICHY ET PROMENADE JACQUES CANETTI,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-04,2016-05-04,48.883667, 2.333761
FLEUVE NOIR,ERICK ZONCA,BOULEVARD  DE CLICHY/RUE FROMENTIN,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-04,2016-05-04,48.883667, 2.333761
FLORA63,STEPHANE ROBELIN,1  RUE  DES ABBESSES,ICI ET LA PRODUCTIONS,LONG METRAGE,18ème,2016-05-13,2016-05-13,48.883687, 2.339512
FLORA63,STEPHANE ROBELIN,4  PASSAGE  DES ABBESSES,ICI ET LA PRODUCTIONS,LONG METRAGE,18ème,2016-05-13,2016-05-13,48.884856, 2.338147
FLORA63,STEPHANE ROBELIN,PLACE  DES ABBESSES,ICI ET LA PRODUCTIONS,LONG METRAGE,18ème,2016-05-13,2016-05-13,48.884608, 2.338302
FLORA63,STEPHANE ROBELIN,RUE  BERTHE,ICI ET LA PRODUCTIONS,LONG METRAGE,18ème,2016-05-13,2016-05-13,48.885749, 2.33937
FLORA63,STEPHANE ROBELIN,RUE  DES MARTYRS,ICI ET LA PRODUCTIONS,LONG METRAGE,18ème,2016-05-13,2016-05-13,48.883368, 2.339613
FLORA63,STEPHANE ROBELIN,RUE  RAVIGNAN/R DES TROIS FRERES (ANGLE),ICI ET LA PRODUCTIONS,LONG METRAGE,18ème,2016-05-13,2016-05-13,48.885784, 2.338097
FLORA63,STEPHANE ROBELIN,RUE  VIEUVILLE,ICI ET LA PRODUCTIONS,LONG METRAGE,18ème,2016-05-13,2016-05-13,48.884709, 2.339717
GC5,GUILLAUME CANET,16  RUE  CAPRON,LES PRODUCTIONS DU TRESOR,LONG METRAGE,18ème,2016-03-16,2016-03-16,48.885522, 2.328483
H4-93,OLIVIER AYACHE VIDAL,7 BIS  RUE  EUGENE CARRIERE,L'ATELIER DE PRODUCTION,LONG METRAGE,18ème,2016-10-12,2016-10-12,48.889312, 2.332247
IL A DEJA TES YEUX,LUCIEN JEAN BAPTISTE,46  RUE  MARX DORMOY,NOLITA CINEMA,LONG METRAGE,18ème,2016-02-10,2016-02-10,48.887471, 2.359959
IL A DEJA TES YEUX,LUCIEN JEAN BAPTISTE,9  RUE  MYRHA,NOLITA CINEMA,LONG METRAGE,18ème,2016-02-10,2016-02-10,48.887222, 2.355343
IL A DEJA TES YEUX,LUCIEN JEAN BAPTISTE,RUE  AFFRE,NOLITA CINEMA,LONG METRAGE,18ème,2016-02-10,2016-02-10,48.886376, 2.355678
IRIS/EX CHAOS,JALIL LESPERT,23  AVENUE  JUNOT,WY PRODUCTIONS,LONG METRAGE,18ème,2016-03-01,2016-03-01,48.88839, 2.335468
IRIS/EX CHAOS,JALIL LESPERT,23  AVENUE  JUNOT,WY PRODUCTIONS,LONG METRAGE,18ème,2016-03-03,2016-03-03,48.88839, 2.335468
IRIS/EX CHAOS,JALIL LESPERT,GYMNASE  DURANTIN,WY PRODUCTIONS,LONG METRAGE,18ème,2016-03-01,2016-03-03,48.886291, 2.336073
IRIS/EX CHAOS,JALIL LESPERT,RUE  LEPIC,WY PRODUCTIONS,LONG METRAGE,18ème,2016-03-03,2016-03-03,48.885988, 2.334698
JE VAIS MIEUX,JEAN PIERRE AMERIS,108  RUE  DU RUISSEAU,EUROPA CORP,LONG METRAGE,18ème,2016-12-22,2016-12-22,48.897159, 2.342309
JEUNE FEMME,LEONOR SERRAILLE,26/34  RUE  DURANTIN,BLUE MONDAY PRODUCTIONS,LONG METRAGE,18ème,2016-02-19,2016-02-19,48.886586, 2.335717
JEUNE FEMME,LEONOR SERRAILLE,54-56  RUE  DUHESME,BLUE MONDAY PRODUCTIONS,LONG METRAGE,18ème,2016-03-04,2016-03-04,48.8927, 2.34188
JEUNE FEMME,LEONOR SERRAILLE,54/56  RUE  DUHESME,BLUE MONDAY PRODUCTIONS,LONG METRAGE,18ème,2016-02-08,2016-02-08,48.8927, 2.34188
JEUNE FEMME,LEONOR SERRAILLE,62  BOULEVARD  DE CLICHY,BLUE MONDAY PRODUCTIONS,LONG METRAGE,18ème,2016-02-18,2016-02-18,48.883412, 2.334619
JEUNE FEMME,LEONOR SERRAILLE,98  RUE  ORDENER,BLUE MONDAY PRODUCTIONS,LONG METRAGE,18ème,2016-02-08,2016-02-08,48.892972, 2.341871
JEUNE FEMME,LEONOR SERRAILLE,98  RUE  ORDENER,BLUE MONDAY PRODUCTIONS,LONG METRAGE,18ème,2016-03-04,2016-03-04,48.892972, 2.341871
JEUNE FEMME,LEONOR SERRAILLE,CIMETIERE*  MONTMARTRE,BLUE MONDAY PRODUCTIONS,LONG METRAGE,18ème,2016-02-19,2016-02-19,48.898989, 2.336486
JEUNE FEMME,LEONOR SERRAILLE,PASSERELLE*  RUE CAULAINCOURT,BLUE MONDAY PRODUCTIONS,LONG METRAGE,18ème,2016-02-19,2016-02-19,48.889415, 2.335958
JUST DIVORCED,MAXIME GOVARE,10/22  RUE  HEGESIPPE MOREAU,LES IMPRODUCTIBLES,LONG METRAGE,18ème,2016-10-06,2016-10-06,48.887545, 2.327652
JUST DIVORCED,MAXIME GOVARE,19  RUE  GANNERON,LES IMPRODUCTIBLES,LONG METRAGE,18ème,2016-10-06,2016-10-06,48.88691, 2.327934
JUST DIVORCED,MAXIME GOVARE,RUE  DES GRANDES RIGOLES,LES IMPRODUCTIBLES,LONG METRAGE,18ème,2016-11-08,2016-11-08,48.893204, 2.361616
JUSTE UN REGARD,LUDOVIC COLBEAU,PLACE  SAINT PIERRE,VAB,SERIE TELEVISEE,18ème,2016-11-10,2016-11-10,48.884326, 2.343816
JUSTE UN REGARD,LUDOVIC COLBEAU,RUE  RONSARD/RUE CHARLES NODIER (ANGLE),VAB,SERIE TELEVISEE,18ème,2016-11-10,2016-11-10,48.8851, 2.345013
L'ART DU CRIME,CHARLOTTE BRANDSTROM,2  PLACE  DES ABBESSES,GAUMONT TELEVISION,SERIE TELEVISEE,18ème,2016-07-15,2016-07-15,48.884608, 2.338302
L'ART DU CRIME,CHARLOTTE BRANDSTROM,8  RUE  ANDRE ANTOINE,GAUMONT TELEVISION,SERIE TELEVISEE,18ème,2016-07-15,2016-07-15,48.883103, 2.337636
L'ART DU CRIME,CHARLOTTE BRANDSTROM,SQUARE  JEHAN RICTUS,GAUMONT TELEVISION,SERIE TELEVISEE,18ème,2016-07-15,2016-07-15,48.8925, 2.349552
L'ASCENSION,LUDOVIC BERNARD,2  BOULEVARD  BARBES,DE L'AUTRE COTE DU DU PERIPH,LONG METRAGE,18ème,2016-03-02,2016-03-02,48.884039, 2.349696
L'ASCENSION,LUDOVIC BERNARD,BOULEVARD  DE LA CHAPELLE,DE L'AUTRE COTE DU DU PERIPH,LONG METRAGE,18ème,2016-03-02,2016-03-02,48.884395, 2.355889
LA DOULEUR,EMMANUEL FINKIEL,112  RUE  CHAMPIONNET/RESTAURANT LA RENAISSANCE,LES FILMS DU POISSON,LONG METRAGE,18ème,2016-09-29,2016-09-29,48.895825, 2.339712
LA DOULEUR,EMMANUEL FINKIEL,CARREFOUR  DES RUES CHAMPIONNET ET DU POTEAU,LES FILMS DU POISSON,LONG METRAGE,18ème,2016-09-26,2016-09-28,48.895687, 2.340099
LA DOULEUR,EMMANUEL FINKIEL,CARREFOUR  DES RUES CHAMPIONNET ET POTEAU,LES FILMS DU POISSON,LONG METRAGE,18ème,2016-09-29,2016-09-29,48.895687, 2.340099
LA LICORNE,AVRIL BESSON,AVENUE  CAULAINCOURT,DELANTE FILMS,SERIE TELEVISEE,18ème,2016-11-02,2016-11-02,48.889415, 2.335958
LA LICORNE,AVRIL BESSON,AVENUE  JUNOT,DELANTE FILMS,SERIE TELEVISEE,18ème,2016-11-02,2016-11-02,48.888192, 2.336122
LA LICORNE,AVRIL BESSON,RUE  JEAN FRANCOIS LEPINE,DELANTE FILMS,SERIE TELEVISEE,18ème,2016-11-02,2016-11-02,48.886176, 2.358258
LA LICORNE,AVRIL BESSON,RUE  MAX DORMOY,DELANTE FILMS,SERIE TELEVISEE,18ème,2016-11-02,2016-11-02,48.887296, 2.35968
LA LICORNE,AVRIL BESSON,RUE  STEPHENSON,DELANTE FILMS,SERIE TELEVISEE,18ème,2016-11-02,2016-11-02,48.887874, 2.356325
LA MANTE,ALEXANDRE LAURENT,3  RUE  CAULAINCOURT (HOTEL MERCURE),SEPTEMBRE PRODUCTIONS,SERIE TELEVISEE,18ème,2016-09-13,2016-09-13,48.884999, 2.329905
LA SAGE FEMME,MARTIN PROVOST,35  RUE  LEON,CURIOSA FILMS,LONG METRAGE,18ème,2016-03-31,2016-03-31,48.888733, 2.353503
LA SAGE FEMME,MARTIN PROVOST,4  RUE  JEAN COTTIN,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-24,2016-05-24,48.893495, 2.361569
LA SAGE FEMME,MARTIN PROVOST,4  RUE  STEPHENSON,CURIOSA FILMS,LONG METRAGE,18ème,2016-03-31,2016-03-31,48.885508, 2.356824
LA SAGE FEMME,MARTIN PROVOST,RUE  BOUCRY,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-24,2016-05-24,48.894234, 2.361531
LA SAGE FEMME,MARTIN PROVOST,RUE  DES FILLETTES,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-24,2016-05-24,48.894334, 2.363214
LA SAGE FEMME,MARTIN PROVOST,RUE  DES ROSES,CURIOSA FILMS,LONG METRAGE,18ème,2016-05-24,2016-05-24,48.893204, 2.361616
LEBOWITZ CONTRE LEBOWITZ/9 A 12,CHRISTOPHE BARRAUD,129  RUE  DE CAULAINCOURT,CHABRAQUE PRODUCTIONS,SERIE TELEVISEE,18ème,2016-11-04,2016-11-04,48.88987, 2.342408
LEBOWITZ CONTRE LEBOWITZ/9 A 12,CHRISTOPHE BARRAUD,4  RUE  FRANCOEUR,CHABRAQUE PRODUCTIONS,SERIE TELEVISEE,18ème,2016-11-04,2016-11-04,48.890023, 2.342695
LEBOWITZ CONTRE LEBOWITZ/9 A 12,CHRISTOPHE BARRAUD,43/47  RUE  DU MONT CENIS,CHABRAQUE PRODUCTIONS,SERIE TELEVISEE,18ème,2016-11-04,2016-11-04,48.889719, 2.342814
LEBOWITZ CONTRE LEBOWITZ/9 A 12,CHRISTOPHE BARRAUD,RUE  NOBEL,CHABRAQUE PRODUCTIONS,SERIE TELEVISEE,18ème,2016-11-04,2016-11-04,48.890129, 2.341439
LEILA,NAIDRA AYADI,BOULEVARD  DE CLICHY,NOLITA CINEMA,LONG METRAGE,18ème,2016-12-13,2016-12-13,48.883667, 2.333761
LEILA,NAIDRA AYADI,BOULEVARD  DE LA CHAPELLE,NOLITA CINEMA,LONG METRAGE,18ème,2016-12-09,2016-12-09,48.884395, 2.355889
LEILA,NAIDRA AYADI,BOULEVARD  DE ROCHECHOUART,NOLITA CINEMA,LONG METRAGE,18ème,2016-12-13,2016-12-13,48.883146, 2.344477
LEILA,NAIDRA AYADI,BOULEVARD  DE ROCHECHOUART/R STEINKERQUE (ANGLE),NOLITA CINEMA,LONG METRAGE,18ème,2016-12-13,2016-12-13,48.883146, 2.344477
LEILA,NAIDRA AYADI,RUE  ET BOULEVARD ROCHECHOUART (ANGLE),NOLITA CINEMA,LONG METRAGE,18ème,2016-12-13,2016-12-13,48.883146, 2.344477
LEILA,NAIDRA AYADI,RUE  FLEURY,NOLITA CINEMA,LONG METRAGE,18ème,2016-12-09,2016-12-09,48.884461, 2.354032
LEILA,NAIDRA AYADI,TERRE PLEIN  CENTRAL DU BOULEVARD DE CLICHY,NOLITA CINEMA,LONG METRAGE,18ème,2016-12-12,2016-12-12,48.883667, 2.333761
LIANG SHENG,LIU CHUN-CHIEN,PARVIS  DU SACRE COEUR,KANZAMAN FRANCE,SERIE TELEVISEE,18ème,2016-12-15,2016-12-15,48.886199, 2.342895
LIANG SHENG,LIU CHUN-CHIEN,PLACE  DU TERTRE,KANZAMAN FRANCE,SERIE TELEVISEE,18ème,2016-12-15,2016-12-15,48.886576, 2.340543
LIANG SHENG,LIU CHUN-CHIEN,RUE  CORTOT,KANZAMAN FRANCE,SERIE TELEVISEE,18ème,2016-12-15,2016-12-15,48.887612, 2.340672
LIANG SHENG,LIU CHUN-CHIEN,RUE  DES SAULES,KANZAMAN FRANCE,SERIE TELEVISEE,18ème,2016-12-15,2016-12-15,48.889247, 2.340139
LIANG SHENG,LIU CHUN-CHIEN,RUE  DU MONT CENIS,KANZAMAN FRANCE,SERIE TELEVISEE,18ème,2016-12-15,2016-12-15,48.892208, 2.344184
LIANG SHENG,LIU CHUN-CHIEN,RUE  MAURICE UTRILLO,KANZAMAN FRANCE,SERIE TELEVISEE,18ème,2016-12-15,2016-12-15,48.88628, 2.344359
LIANG SHENG,LIU CHUN-CHIEN,RUE  SAINT VINCENT,KANZAMAN FRANCE,SERIE TELEVISEE,18ème,2016-12-15,2016-12-15,48.888563, 2.340453
LOUE MOI,VIRGINE SCSWARTZ,4  RUE  DU FRANCOEUR,MY FAMILY,LONG METRAGE,18ème,2016-10-24,2016-10-24,48.890023, 2.342695
LOUE MOI,VIRGINE SCSWARTZ,67  BOULEVARD  BARBES (CAFE LE METRO),MY FAMILY,LONG METRAGE,18ème,2016-11-15,2016-11-15,48.890351, 2.349386
LUMIERE AMOUREUSE,FRANCHIN DOM,RUE  LA BONNE,KOI FILMS,LONG METRAGE,18ème,2016-06-14,2016-06-14,48.88795, 2.343412
LUMIERE AMOUREUSE,FRANCHIN DOM,RUE  LAMARCK,KOI FILMS,LONG METRAGE,18ème,2016-06-14,2016-06-14,48.890117, 2.336994
MADAME,AMANDA STHERS,12  RUE  JOSEPH DE MAISTRE/LE TERRASS'HOTEL,LGM FILMS,LONG METRAGE,18ème,2016-08-30,2016-08-30,48.886486, 2.333111
MARIE FRANCINE,VALERIE LEMERCIER,33  RUE  MAX DORMOY,RECTANGLE PRODUCTIONS,LONG METRAGE,18ème,2016-04-25,2016-04-26,48.886877, 2.35946
MARIE FRANCINE,VALERIE LEMERCIER,60  BOULEVARD  ROCHECHOUART,RECTANGLE PRODUCTIONS,LONG METRAGE,18ème,2016-05-03,2016-05-03,48.883217, 2.344838
MARVIN,ANNE FONTAINE,37  BOULEVARD  DE LA CHAPELLE,CINE @,LONG METRAGE,18ème,2016-07-29,2016-07-29,48.884395, 2.355889
MARVIN,ANNE FONTAINE,37BIS  BOULEVARD  DE LA CHAPELLE,CINE @,LONG METRAGE,18ème,2016-07-30,2016-07-30,48.884395, 2.355889
MARYLINE,GUILLAUME GALLIENNE,BOULEVARD  DE LA CHAPELLE,LGM FILMS,LONG METRAGE,18ème,2016-10-13,2016-10-13,48.884395, 2.355889
MARYLINE,GUILLAUME GALLIENNE,RUE  DU FAUBOURG SAINT DENIS,LGM FILMS,LONG METRAGE,18ème,2016-10-13,2016-10-13,48.892208, 2.344184
MON POUSSIN,FREDERIC FORESTIER,SQUARE  NADAR,LES FILMS DU 24,LONG METRAGE,18ème,2016-04-04,2016-04-04,48.8925, 2.349552
MUNCH,NICOLAS GUICHETEAU,26  RUE  DUHESME,EXILENE FILMS,SERIE TELEVISEE,18ème,2016-10-31,2016-10-31,48.89101, 2.339263
OUI MADEMOISELLE,YISHU YANG,22  RUE  MARX DORMOY,BAYOO,LONG METRAGE,18ème,2016-03-12,2016-03-12,48.886104, 2.359647
OUI MADEMOISELLE,YISHU YANG,ESCALIER  ENTRE LES RUES LAMARCK ET BACHELET,BAYOO,LONG METRAGE,18ème,2016-03-13,2016-03-13,48.888672, 2.344938
PARIS LA BLANCHE,LIDIA TERKI,43BIS  RUE  MARCADET,DAY FOR NIGHT,LONG METRAGE,18ème,2016-02-19,2016-02-19,48.890481, 2.351125
PARIS LA BLANCHE,LIDIA TERKI,96  BOULEVARD  DE CLICHY,DAY FOR NIGHT,LONG METRAGE,18ème,2016-02-22,2016-02-22,48.884207, 2.331789
PARIS LA BLANCHE,LIDIA TERKI,PLACE  ET BOULEVARD DE CLICHY,DAY FOR NIGHT,LONG METRAGE,18ème,2016-02-23,2016-02-23,48.883667, 2.333761
PARIS LA BLANCHE,LIDIA TERKI,TERRE PLEIN  BOULEVARD DE CLICHY,DAY FOR NIGHT,LONG METRAGE,18ème,2016-02-22,2016-02-22,48.883667, 2.333761
PLONGER,MELANIE LAURENT,33  BOULEVARD  DE LA CHAPELLE,MOVE MOVIE,LONG METRAGE,18ème,2016-05-20,2016-05-20,48.884395, 2.355889
SI J'ETAIS UN HOMME,AUDREY DANA,12  RUE  DE TORCY/CHANTIER GCC,CURIOSA FILMS,LONG METRAGE,18ème,2016-03-30,2016-04-02,48.891254, 2.364076
SI J'ETAIS UN HOMME,AUDREY DANA,12  RUE  DE TORCY/CHANTIER GCC,CURIOSA FILMS,LONG METRAGE,18ème,2016-04-06,2016-04-09,48.891254, 2.364076
SI J'ETAIS UN HOMME,AUDREY DANA,12  RUE  DE TORCY/CHANTIER GCC,CURIOSA FILMS,LONG METRAGE,18ème,2016-04-09,2016-04-10,48.891254, 2.364076
SI J'ETAIS UN HOMME,AUDREY DANA,RUE  DES ABBESSES,CURIOSA FILMS,LONG METRAGE,18ème,2016-03-29,2016-03-29,48.884826, 2.337083
