titre,realisateur,adresse,organisme_demandeur,type_de_tournage,ardt,date_debut,date_fin,x,y
LA VIE DEVANT ELLES/SAISON 2,GABRIEL AGHION,169  RUE  DE GRENELLE,CINETEVE,SERIE TELEVISEE,7ème,2016-09-16,2016-09-16,48.857385, 2.305231
LE BRIO,YVAN ATTAL,188  BOULEVARD  SAINT GERMAIN,CHAPTER 2,LONG METRAGE,7ème,2016-11-09,2016-11-09,48.854646, 2.330355
LE BRIO,YVAN ATTAL,188  BOULEVARD  SAINT GERMAIN,CHAPTER 2,LONG METRAGE,7ème,2016-12-02,2016-12-02,48.854646, 2.330355
LE BRIO,YVAN ATTAL,188  BOULEVARD  SAINT GERMAIN,CHAPTER 2,LONG METRAGE,7ème,2016-12-23,2016-12-23,48.854646, 2.330355
LEO MATTEI/N°13 ET 14,SEBASTIEN CIRADE,AVENUE  DU GENERAL FLOQUET,LGM CINEMA,SERIE TELEVISEE,7ème,2016-03-09,2016-03-10,48.853144, 2.298341
LEO MATTEI/N°13 ET 14,SEBASTIEN CIRADE,PARC  DU CHAMP DE MARS,LGM CINEMA,SERIE TELEVISEE,7ème,2016-03-09,2016-03-10,48.854395, 2.304772
LEO MATTEI/N°13 ET 14,SEBASTIEN CIRADE,PARC  DU CHAMP DE MARS,LGM CINEMA,SERIE TELEVISEE,7ème,2016-03-14,2016-03-14,48.854395, 2.304772
LEO MATTEI/N°13 ET 14,SEBASTIEN CIRADE,RUE  CHAMPFLEURY,LGM CINEMA,SERIE TELEVISEE,7ème,2016-03-10,2016-03-10,48.853802, 2.297236
LEO MATTEI/N°13 ET 14,SEBASTIEN CIRADE,RUE  JEAN CARRIES,LGM CINEMA,SERIE TELEVISEE,7ème,2016-03-09,2016-03-10,48.85245, 2.299319
LEO MATTEI/N°13 ET 14,SEBASTIEN CIRADE,RUE  JEAN PIERRE BLOCH,LGM CINEMA,SERIE TELEVISEE,7ème,2016-03-10,2016-03-10,48.849094, 2.319124
LES 7 NAINS ET MOI,DAMIEN MARIC,PARC  DU CHAMP DE MARS,METHOD FILMS,SERIE TELEVISEE,7ème,2016-02-16,2016-02-16,48.854395, 2.304772
LES EX,MAURICE BARTHELEMY,55  AVENUE  DE SAXE,RADAR FILMS,LONG METRAGE,7ème,2016-10-03,2016-10-03,48.846804, 2.31276
LES EX,MAURICE BARTHELEMY,AVENUE  DE BRETEUIL,RADAR FILMS,LONG METRAGE,7ème,2016-09-28,2016-09-28,48.85046, 2.311558
LES EX,MAURICE BARTHELEMY,PLACE  DE BRETEUIL,RADAR FILMS,LONG METRAGE,7ème,2016-09-28,2016-09-28,48.847256, 2.312521
LES FANTOMES D'ISMAEL,ARNAUD DESPLESCHIN,1  RUE  ROBERT ESNAULT PELTERIE,WHY NOT PRODUCTIONS,LONG METRAGE,7ème,2016-10-14,2016-10-14,48.862338, 2.315236
LES FILLES DE REIMS,JULIEN HALLARD,225  RUE  DE L'UNIVERSIT2,LES FILMS VELVET,LONG METRAGE,7ème,2016-09-05,2016-09-05,48.859628, 2.296288
LES HOMMES DE L'OMBRE,FRED GARSON,110  RUE  DE GRENELLE,MACONDO,SERIE TELEVISEE,7ème,2016-04-08,2016-04-08,48.856634, 2.320797
LES HOMMES DE L'OMBRE,FRED GARSON,110  RUE  DE GRENELLE (MINISTERE DE L'EDUCATION),MACONDO,SERIE TELEVISEE,7ème,2016-03-22,2016-03-24,48.856634, 2.320797
LES HOMMES DE L'OMBRE,FRED GARSON,127  RUE  DE GRENELLE,MACONDO,SERIE TELEVISEE,7ème,2016-01-29,2016-01-29,48.857803, 2.315867
LES HOMMES DE L'OMBRE,FRED GARSON,127  RUE  DE GRENELLE,MACONDO,SERIE TELEVISEE,7ème,2016-01-30,2016-01-30,48.857803, 2.315867
LES HOMMES DE L'OMBRE,FRED GARSON,PLACE  DES INVALIDES ET ESPLANADE,MACONDO,SERIE TELEVISEE,7ème,2016-01-29,2016-01-29,48.863325, 2.314891
LES HOMMES DE L'OMBRE,FRED GARSON,RUE  DE CONSTANTINE,MACONDO,SERIE TELEVISEE,7ème,2016-01-29,2016-01-29,48.859541, 2.314927
LES HOMMES DE L'OMBRE,FRED GARSON,RUE  DE L'UNIVERSITE/AV DU MARECHAL GALLIENI,MACONDO,SERIE TELEVISEE,7ème,2016-02-22,2016-02-22,48.860861, 2.315207
LIANG SHENG,LIU CHUN-CHIEN,PONT  D'IENA,KANZAMAN FRANCE,SERIE TELEVISEE,7ème,2016-12-14,2016-12-14,48.859131, 2.302145
LIANG SHENG,LIU CHUN-CHIEN,QUAI  BRANLY,KANZAMAN FRANCE,SERIE TELEVISEE,7ème,2016-12-14,2016-12-14,48.861511, 2.29771
LOLA PATER,NADIR MOKNECHE,PARC  DU CHAMP DE MARS,BLUE MONDAY PRODUCTIONS,LONG METRAGE,7ème,2016-04-13,2016-04-13,48.854395, 2.304772
LUMIERE AMOUREUSE,FRANCHIN DOM,PONT  DE L'ALMA,KOI FILMS,LONG METRAGE,7ème,2016-06-14,2016-06-14,48.862549, 2.301186
MONSIEUR ET MADAME ADELMAN,NICOLAS BEDOS,22  AVENUE  DE SUFFREN,LES FILMS DU KIOSQUE,LONG METRAGE,7ème,2016-02-04,2016-02-04,48.852803, 2.298596
MONSIEUR ET MADAME ADELMAN,NICOLAS BEDOS,70  AVENUE  DE BRETEUIL,LES FILMS DU KIOSQUE,LONG METRAGE,7ème,2016-01-21,2016-01-22,48.848251, 2.311245
MONSIEUR ET MADAME ADELMAN,NICOLAS BEDOS,70  AVENUE  DE BRETEUIL,LES FILMS DU KIOSQUE,LONG METRAGE,7ème,2016-01-25,2016-01-29,48.848251, 2.311245
MONSIEUR ET MADAME ADELMAN,NICOLAS BEDOS,70  AVENUE  DE BRETEUIL,LES FILMS DU KIOSQUE,LONG METRAGE,7ème,2016-02-18,2016-02-19,48.848251, 2.311245
MONSIEUR ET MADAME ADELMAN,NICOLAS BEDOS,70  AVENUE  DE BRETEUIL,LES FILMS DU KIOSQUE,LONG METRAGE,7ème,2016-02-29,2016-03-01,48.848251, 2.311245
NUMERO UNE,TONIE MARSHALL,3  PLACE  SAINT THOMAS D'AQUIN,TABO TABO FILMS,LONG METRAGE,7ème,2016-11-02,2016-11-02,48.855998, 2.327488
NUMERO UNE,TONIE MARSHALL,38BIS  RUE  FABERT,TABO TABO FILMS,LONG METRAGE,7ème,2016-11-24,2016-11-24,48.85938, 2.31117
NUMERO UNE,TONIE MARSHALL,72  RUE  DE LILLE,TABO TABO FILMS,LONG METRAGE,7ème,2016-10-27,2016-10-28,48.860551, 2.323047
NUMERO UNE,TONIE MARSHALL,AVENUE  DE BRETEUIL,TABO TABO FILMS,LONG METRAGE,7ème,2016-10-18,2016-10-18,48.85046, 2.311558
OBLOMOV,GULLAUME GALLIENNE,5  RUE  DE L'EXPOSITION,AGAT FILMS ET CIE,TELEFILM,7ème,2016-01-04,2016-01-07,48.857869, 2.302919
OUI MADEMOISELLE,YISHU YANG,29  AVENUE  RAPP,BAYOO,LONG METRAGE,7ème,2016-03-14,2016-03-14,48.859118, 2.300887
OVERDRIVE,ANTONIO NEGRET,PLACE  JACQUES RUEFF,OVERDRIVE PRODUCTIONS,LONG METRAGE,7ème,2016-02-29,2016-02-29,48.858881, 2.322649
PARIS LA BLANCHE,LIDIA TERKI,AVENUE  GUSTAVE EIFFEL,DAY FOR NIGHT,LONG METRAGE,7ème,2016-02-09,2016-02-09,48.857581, 2.294681
RAID DINGUE,DANY BOON,AVENUE  CHARLES FLOQUET,PATHE TELEVISION,LONG METRAGE,7ème,2016-05-17,2016-05-18,48.85425, 2.297083
RAID DINGUE,DANY BOON,AVENUE  DU GENERAL TRIPIER,PATHE TELEVISION,LONG METRAGE,7ème,2016-05-17,2016-05-18,48.854493, 2.296402
RAID DINGUE,DANY BOON,RUE  CHAMPFLEURY,PATHE TELEVISION,LONG METRAGE,7ème,2016-05-17,2016-05-18,48.853802, 2.297236
RAID DINGUE,DANY BOON,RUE  JOSE MARIA HEREDIA,PATHE TELEVISION,LONG METRAGE,7ème,2016-05-18,2016-05-18,48.847833, 2.307567
RAID DINGUE,DANY BOON,RUE  PERIGNON,PATHE TELEVISION,LONG METRAGE,7ème,2016-05-18,2016-05-18,48.847719, 2.309067
STARS 80 LA SUITE,THOMAS LANGMANN,PLACE  VAUBAN,LA PETITE REINE,LONG METRAGE,7ème,2016-09-08,2016-09-08,48.853056, 2.311754
STARS 80 LA SUITE,THOMAS LANGMANN,PLACE  VAUBAN,LA PETITE REINE,LONG METRAGE,7ème,2016-09-19,2016-09-19,48.853056, 2.311754
STARS 80 LA SUITE,THOMAS LANGMANN,RUE  BIXIO,LA PETITE REINE,LONG METRAGE,7ème,2016-09-19,2016-09-19,48.852903, 2.31022
THE AFFAIR,JEFFREY REINER,27  RUE  DE BOURGOGNE,GEM FILMS,SERIE TELEVISEE,7ème,2016-12-13,2016-12-13,48.858167, 2.317776
THE ESCAPE,DOMINIC SAVAGE,PLACE  DU PALAIS BOURBON,HANNA FILMS,LONG METRAGE,7ème,2016-10-23,2016-10-23,48.860285, 2.318419
THE ESCAPE,DOMINIC SAVAGE,QUAI  ANATOLE FRANCE,HANNA FILMS,LONG METRAGE,7ème,2016-10-20,2016-10-20,48.86119, 2.323632
THE PACKAGE,CHANG KEUN CHUN,2  RUE  DU GENERAL LAMBERT,BH PARIS MEDIA PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-12,2016-10-12,48.856158, 2.294797
THE PACKAGE,CHANG KEUN CHUN,AVENUE  GUSTAVE EIFFEL,BH PARIS MEDIA PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-12,2016-10-12,48.857581, 2.294681
THE PACKAGE,CHANG KEUN CHUN,AVENUE  GUSTAVE EIFFEL,BH PARIS MEDIA PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-21,2016-10-21,48.857581, 2.294681
THE PACKAGE,CHANG KEUN CHUN,AVENUE  JOSEPH BOUVARD,BH PARIS MEDIA PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-12,2016-10-12,48.854628, 2.30871
THE PACKAGE,CHANG KEUN CHUN,AVENUE  JOSEPH BOUVARD,BH PARIS MEDIA PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-21,2016-10-21,48.854628, 2.30871
THE PACKAGE,CHANG KEUN CHUN,PARC  DU CHAMP DE MARS,BH PARIS MEDIA PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-12,2016-10-12,48.854395, 2.304772
THE PACKAGE,CHANG KEUN CHUN,PARC  DU CHAMP DE MARS,BH PARIS MEDIA PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-21,2016-10-21,48.854395, 2.304772
THIRST STREET,NATHAN SILVER,1 AU 18  RUE  DES SAINTS PERES,IN VIVO FILMS,LONG METRAGE,7ème,2016-08-25,2016-08-25,48.856519, 2.331747
THIRST STREET,NATHAN SILVER,1 AU 24  RUE  DE BEAUNE,IN VIVO FILMS,LONG METRAGE,7ème,2016-08-25,2016-08-25,48.85745, 2.328898
THIRST STREET,NATHAN SILVER,1 AU 26  RUE  DU BAC,IN VIVO FILMS,LONG METRAGE,7ème,2016-08-25,2016-08-25,48.857848, 2.327982
THIRST STREET,NATHAN SILVER,1 AU 42  RUE  DE L'UNIVERSITE,IN VIVO FILMS,LONG METRAGE,7ème,2016-08-25,2016-08-25,48.857696, 2.328188
THIRST STREET,NATHAN SILVER,17 AU 35  QUAI  VOLTAIRE,IN VIVO FILMS,LONG METRAGE,7ème,2016-08-25,2016-08-25,48.859434, 2.329428
THIRST STREET,NATHAN SILVER,2 AU 59  RUE  DE LILLE,IN VIVO FILMS,LONG METRAGE,7ème,2016-08-25,2016-08-25,48.8594, 2.326535
THIRST STREET,NATHAN SILVER,DU 3 AU 43  RUE  DE VERNEUIL,IN VIVO FILMS,LONG METRAGE,7ème,2016-08-25,2016-08-25,48.858418, 2.327537
WAR MACHINE,DAVID MICHOD,PARC  DU CHAMP DE MARS,FIRSTEP,LONG METRAGE,7ème,2016-01-30,2016-01-30,48.854395, 2.304772
10%/SAISON 2,JEANNE HERRY,127  RUE  DU FAUBOURG SAINT HONORE,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,8ème,2016-09-13,2016-09-13,48.873274, 2.309406
10%/SAISON 2,JEANNE HERRY,2/24  RUE  SAINT HONORE,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,8ème,2016-09-12,2016-09-12,48.868172, 2.324131
10%/SAISON 2,JEANNE HERRY,3  AVENUE  MATIGNON,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,8ème,2016-09-13,2016-09-13,48.869629, 2.311269
10%/SAISON 2,JEANNE HERRY,99  AVENUE  DES CHAMPS ELYSEES,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,8ème,2016-10-14,2016-10-14,48.871794, 2.301116
10%/SAISON 2,JEANNE HERRY,99  AVENUE  DES CHAMPS ELYSEES,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,8ème,2016-10-17,2016-10-18,48.871794, 2.301116
10%/SAISON 2,JEANNE HERRY,AVENUE  GABRIEL,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,8ème,2016-10-11,2016-10-11,48.868391, 2.316734
100 % COCO,TESSA SCHRAM,64  AVENUE  MARCEAU,FILMING IN FRANCE,LONG METRAGE,8ème,2016-12-01,2016-12-01,48.870598, 2.298018
ALIBI.COM,PHILIPPE LACHEAU,101  RUE  DE MIROMESNIL,FECHNER FILMS,LONG METRAGE,8ème,2016-04-26,2016-04-26,48.880528, 2.315292
ALIBI.COM,PHILIPPE LACHEAU,PARC  MONCEAU,FECHNER FILMS,LONG METRAGE,8ème,2016-04-26,2016-04-26,48.878086, 2.311263
AMANT DOUBLE,FRANCOIS OZON,53  RUE  DE COURCELLES,MANDARIN FILMS,LONG METRAGE,8ème,2016-11-25,2016-11-25,48.876176, 2.307901
AMANT DOUBLE,FRANCOIS OZON,8  AVENUE  DE LA MADELEINE,MANDARIN FILMS,LONG METRAGE,8ème,2016-11-16,2016-11-16,48.868955, 2.324666
AU REVOIR LA HAUT,ALBERT DUPONTEL,25  AVENUE  DES CHAMPS ELYSEES/HOTEL PAIVA,ADCB FILMS,LONG METRAGE,8ème,2016-03-12,2016-03-12,48.869386, 2.307714
AU REVOIR LA HAUT,ALBERT DUPONTEL,25  AVENUE  DES CHAMPS ELYSEES/HOTEL PAIVA,ADCB FILMS,LONG METRAGE,8ème,2016-03-19,2016-03-19,48.869386, 2.307714
AU REVOIR LA HAUT,ALBERT DUPONTEL,5  RUE  TILSITT,ADCB FILMS,LONG METRAGE,8ème,2016-03-18,2016-03-18,48.874851, 2.296479
AU REVOIR LA HAUT,ALBERT DUPONTEL,7  ROND POINT  DES CHAMPS ELYSEES,ADCB FILMS,LONG METRAGE,8ème,2016-04-22,2016-04-23,48.868742, 2.309008
BEFIKRE,ADITYA CHOPRA,116  AVENUE  DES CHAMPS ELYSEES/LE LIDO,FIRSTEP,LONG METRAGE,8ème,2016-04-29,2016-04-29,48.872265, 2.300938
BEFIKRE,ADITYA CHOPRA,17  RUE  FRANKLIN ROOSEVEL/RESTAURANT LASSERRE,FIRSTEP,LONG METRAGE,8ème,2016-05-16,2016-05-17,48.866313, 2.309996
BEFIKRE,ADITYA CHOPRA,AVENUE  DES CHAMPS ELYSEES,FIRSTEP,LONG METRAGE,8ème,2016-02-26,2016-02-26,48.871088, 2.303634
BEFIKRE,ADITYA CHOPRA,AVENUE  DES CHAMPS ELYSEES,FIRSTEP,LONG METRAGE,8ème,2016-04-22,2016-04-22,48.871088, 2.303634
BEFIKRE,ADITYA CHOPRA,AVENUE  DES CHAMPS ELYSEES,FIRSTEP,LONG METRAGE,8ème,2016-05-17,2016-05-17,48.871088, 2.303634
BEFIKRE,ADITYA CHOPRA,AVENUE  FRANKLIN ROOSEVELT,FIRSTEP,LONG METRAGE,8ème,2016-05-17,2016-05-17,48.870061, 2.310119
BEFIKRE,ADITYA CHOPRA,AVENUE  HOCHE,FIRSTEP,LONG METRAGE,8ème,2016-04-22,2016-04-22,48.876369, 2.300823
BEFIKRE,ADITYA CHOPRA,AVENUE  WINSTON CHURCHILL,FIRSTEP,LONG METRAGE,8ème,2016-05-17,2016-05-17,48.86609, 2.313763
BEFIKRE,ADITYA CHOPRA,COURS  LA REINE,FIRSTEP,LONG METRAGE,8ème,2016-05-17,2016-05-17,48.864884, 2.303314
BEFIKRE,ADITYA CHOPRA,PLACE  CHARLES DE GAULLE,FIRSTEP,LONG METRAGE,8ème,2016-04-22,2016-04-22,48.873377, 2.295581
BEFIKRE,ADITYA CHOPRA,PLACE  CLEMENCEAU,FIRSTEP,LONG METRAGE,8ème,2016-05-17,2016-05-17,48.865397, 2.311428
BEFIKRE,ADITYA CHOPRA,PLACE  DE LA CONCORDE,FIRSTEP,LONG METRAGE,8ème,2016-02-26,2016-02-26,48.867065, 2.321877
BEFIKRE,ADITYA CHOPRA,PLACE  DE LA CONCORDE,FIRSTEP,LONG METRAGE,8ème,2016-04-22,2016-04-22,48.867065, 2.321877
BEFIKRE,ADITYA CHOPRA,PONT  DE LA CONCORDE,FIRSTEP,LONG METRAGE,8ème,2016-02-26,2016-02-26,48.867065, 2.321877
BEFIKRE,ADITYA CHOPRA,RUE  DU FAUBOURG SAINT HONORE,FIRSTEP,LONG METRAGE,8ème,2016-05-08,2016-05-09,48.872633, 2.311702
BEFIKRE,ADITYA CHOPRA,RUE  ROYALE,FIRSTEP,LONG METRAGE,8ème,2016-02-26,2016-02-26,48.867991, 2.323204
BLACKPILLS/RAISING HITLER,LOUIS FARGE,AVENUE  WINSTON CHURCHILL,TOGETHER MEDIA 2,SERIE TELEVISEE,8ème,2016-09-27,2016-09-27,48.86609, 2.313763
BLACKPILLS/RAISING HITLER,LOUIS FARGE,COURS  LA REINE,TOGETHER MEDIA 2,SERIE TELEVISEE,8ème,2016-09-27,2016-09-27,48.864884, 2.303314
BLACKPILLS/RAISING HITLER,LOUIS FARGE,PONT  DES INVALIDES,TOGETHER MEDIA 2,SERIE TELEVISEE,8ème,2016-09-27,2016-09-27,48.873277, 2.324163
BLACKPILLS/VIRGIN,NATH DUMONT,5  RUE  DE BERRI,TOGETHER MEDIA 2,SERIE TELEVISEE,8ème,2016-08-01,2016-08-02,48.872003, 2.303188
BLACKPILLS/VIRGIN,NATH DUMONT,93 ET 102  AVENUE  DES CHAMPS ELYSEES,TOGETHER MEDIA 2,SERIE TELEVISEE,8ème,2016-08-01,2016-08-02,48.871839, 2.30228
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,45  RUE  DE CLIGNANCOURT,KAZAK PRODUCTIONS,LONG METRAGE,8ème,2016-08-24,2016-08-24,48.876176, 2.307901
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,64  RUE  DE MONCEAU,KAZAK PRODUCTIONS,LONG METRAGE,8ème,2016-08-30,2016-08-30,48.878738, 2.313015
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,64  RUE  MONCEAU,KAZAK PRODUCTIONS,LONG METRAGE,8ème,2016-08-17,2016-08-17,48.878738, 2.313015
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,64  RUE  MONCEAU,KAZAK PRODUCTIONS,LONG METRAGE,8ème,2016-08-18,2016-08-18,48.878738, 2.313015
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,64  RUE  MONCEAU,KAZAK PRODUCTIONS,LONG METRAGE,8ème,2016-08-19,2016-08-19,48.878738, 2.313015
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,64  RUE  MONCEAU,KAZAK PRODUCTIONS,LONG METRAGE,8ème,2016-08-22,2016-08-23,48.878738, 2.313015
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,65  RUE  MONCEAU,KAZAK PRODUCTIONS,LONG METRAGE,8ème,2016-08-19,2016-08-19,48.878944, 2.313053
CARBONE,OLIVIER MARCHAL,15  AVENUE  HOCHE,LES FILMS MANUEL MUNZ,LONG METRAGE,8ème,2016-12-12,2016-12-12,48.876948, 2.303128
CARBONE,OLIVIER MARCHAL,8  RUE  BOISSY D'ANGLAS,LES FILMS MANUEL MUNZ,LONG METRAGE,8ème,2016-11-07,2016-11-07,48.868093, 2.321467
CHEFS - SAISON 2,ARNAUD MALHERBE,4  RUE  ARSENE HOUSSAYE,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-04-14,2016-04-14,48.873602, 2.298162
CHEFS - SAISON 2,ARNAUD MALHERBE,4  RUE  ARSENE HOUSSAYE,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-04-18,2016-04-27,48.873602, 2.298162
CHEFS - SAISON 2,ARNAUD MALHERBE,97  BOULEVARD  HAUSSMANN,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-03-22,2016-03-22,48.874813, 2.31818
CHEFS - SAISON 2,ARNAUD MALHERBE,AVENUE  DE FRIEDLAND,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-04-26,2016-04-26,48.874429, 2.300964
CHEFS - SAISON 2,ARNAUD MALHERBE,RUE  ARSENE HOUSSAYE,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-04-26,2016-04-26,48.874418, 2.299197
CHEFS - SAISON 2,ARNAUD MALHERBE,RUE  BERRYER,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-04-26,2016-04-26,48.875161, 2.303944
CHEFS - SAISON 2,ARNAUD MALHERBE,RUE  DE BALZAC,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-04-26,2016-04-26,48.873951, 2.300816
CHEFS - SAISON 2,ARNAUD MALHERBE,RUE  DE TILSITT,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-04-26,2016-04-26,48.874294, 2.297065
CHEFS - SAISON 2,ARNAUD MALHERBE,RUE  DU FAUBOURG SAINT HONORE,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-04-26,2016-04-26,48.872633, 2.311702
CHEFS - SAISON 2,ARNAUD MALHERBE,RUE  LORD BYRON,CALT PRODUCTION,SERIE TELEVISEE,8ème,2016-04-26,2016-04-26,48.873255, 2.299915
CHRONIQUES PARISIENNES,ZABOU BREITMAN,AVENUE  DES CHAMPS ELYSEES,LES FILMS DU KIOSQUE,SERIE TELEVISEE,8ème,2016-12-29,2016-12-29,48.871088, 2.303634
CHRONIQUES PARISIENNES,ZABOU BREITMAN,PLACE  DE LA CONCORDE,LES FILMS DU KIOSQUE,SERIE TELEVISEE,8ème,2016-12-29,2016-12-29,48.867065, 2.321877
CHRONIQUES PARISIENNES,ZABOU BREITMAN,RUE  ROYALE,LES FILMS DU KIOSQUE,SERIE TELEVISEE,8ème,2016-12-29,2016-12-29,48.867991, 2.323204
COEXISTER,FABRICE EBOUE,1  RUE  ANDRIEU,EUROPA CORP,LONG METRAGE,8ème,2016-10-31,2016-10-31,48.880669, 2.319169
COEXISTER,FABRICE EBOUE,36  RUE  DE PONTHIEU,EUROPA CORP,LONG METRAGE,8ème,2016-12-09,2016-12-09,48.871222, 2.308095
COEXISTER,FABRICE EBOUE,36  RUE  DE PONTHIEU (PINK PARADISE),EUROPA CORP,LONG METRAGE,8ème,2016-12-09,2016-12-09,48.871222, 2.308095
COEXISTER,FABRICE EBOUE,63  BOULEVARD  DES BATIGNOLLES,EUROPA CORP,LONG METRAGE,8ème,2016-10-27,2016-10-28,48.881262, 2.317319
COEXISTER,FABRICE EBOUE,63  BOULEVARD  DES BATIGNOLLES,EUROPA CORP,LONG METRAGE,8ème,2016-10-31,2016-10-31,48.881262, 2.317319
COEXISTER,FABRICE EBOUE,63  BOULEVARD  DES BATIGNOLLES,EUROPA CORP,LONG METRAGE,8ème,2016-11-02,2016-11-04,48.881262, 2.317319
COEXISTER,FABRICE EBOUE,63  BOULEVARD  DES BATIGNOLLES,EUROPA CORP,LONG METRAGE,8ème,2016-11-08,2016-11-09,48.881262, 2.317319
COEXISTER,FABRICE EBOUE,9  AVENUE  GABRIEL,EUROPA CORP,LONG METRAGE,8ème,2016-11-30,2016-11-30,48.867933, 2.31749
COEXISTER,FABRICE EBOUE,9  AVENUE  GABRIEL (STUDIO GABRIEL),EUROPA CORP,LONG METRAGE,8ème,2016-11-30,2016-11-30,48.867933, 2.31749
CORPORATE,NICOLAS SILHOL,208  RUE  DU FBG SAINT HONORE/CON. C.ST SAENS,KAZAK PRODUCTIONS,LONG METRAGE,8ème,2016-03-15,2016-03-15,48.875315, 2.304697
CORPORATE,NICOLAS SILHOL,PARC  MONCEAU,KAZAK PRODUCTIONS,LONG METRAGE,8ème,2016-03-09,2016-03-09,48.878086, 2.311263
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,12  PLACE  SAINT AUGUSTIN,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.875605, 2.319672
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,56  RUE  DU ROCHER,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.87842, 2.319739
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,AVENUE  CESAR CAIRE,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.87654, 2.319594
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,BOULEVARD  MALESHERBES,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.875906, 2.318274
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,PLACE  HENRI BERGSON,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.876236, 2.320483
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,PLACE  SAINT AUGUSTIN,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.875273, 2.319789
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,RUE  DE LA BIENFAISANCE,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.876648, 2.317019
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,RUE  DE LISBONNE,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.877578, 2.312688
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,RUE  DE MADRID,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.878256, 2.320229
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,RUE  DE VIENNE,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.877229, 2.321853
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,RUE  DU GENERAL FOY,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.878822, 2.317688
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,RUE  LABORDE,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.875544, 2.318646
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,RUE  PORTALIS,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.877593, 2.319601
COUP DE FOUDRE A JAIPUR,ARNAULD MERCADIER,RUE  ROCHER/DE MADRID ET PORTALIS,BIG BAND STORY,TELEFILM,8ème,2016-03-31,2016-03-31,48.878256, 2.320229
DALIDA,LISA AZUELOS,49  RUE  DE PONTHIEU (LE REGINE'S),BETHSABEE MUCHO,LONG METRAGE,8ème,2016-02-24,2016-02-24,48.871688, 2.306111
DANIEL,CYRIL MENNEGUN,43/45  RUE  DE LA BOETIE (SALLE GAVEAU),UNITE DE PRODUCTION,LONG METRAGE,8ème,2016-06-02,2016-06-03,48.873526, 2.314183
